timestamp,mq2,mq135
80.372,0.910,0.750
80.470,0.920,0.750
80.590,0.900,0.750
80.712,0.910,0.750
80.808,0.920,0.750
80.928,0.930,0.750
81.051,0.920,0.760
81.152,0.910,0.760
81.272,0.920,0.760
81.408,0.920,0.750
81.475,0.910,0.750
81.595,0.910,0.750
81.693,0.910,0.750
81.789,0.920,0.760
81.885,0.920,0.760
81.982,0.900,0.740
82.092,0.920,0.750
82.187,0.920,0.740
82.279,0.920,0.750
82.378,0.910,0.760
82.470,0.920,0.760
82.595,0.910,0.750
82.692,0.910,0.750
82.815,0.920,0.760
82.934,0.910,0.760
83.023,0.910,0.750
83.141,0.910,0.750
83.261,0.920,0.760
83.357,0.920,0.750
83.478,0.920,0.750
83.569,0.920,0.750
83.688,0.910,0.750
83.788,0.910,0.750
83.883,0.910,0.750
83.984,0.910,0.740
84.082,0.910,0.760
84.180,0.910,0.750
84.279,0.910,0.750
84.371,0.910,0.760
84.478,0.910,0.750
84.572,0.920,0.750
84.694,0.910,0.750
84.814,0.910,0.750
84.905,0.920,0.750
85.026,0.910,0.750
85.147,0.910,0.750
85.268,0.910,0.750
85.370,0.910,0.750
85.460,0.910,0.740
85.563,0.920,0.750
85.682,0.920,0.750
85.777,0.900,0.750
85.873,0.910,0.750
85.957,0.910,0.770
86.077,0.910,0.750
86.173,0.910,0.760
86.272,0.920,0.750
86.372,0.910,0.750
86.470,0.920,0.760
86.587,0.910,0.750
86.679,0.910,0.750
86.800,0.900,0.750
86.920,0.920,0.760
87.032,0.920,0.760
87.123,0.910,0.750
87.242,0.910,0.740
87.368,0.910,0.750
87.474,0.910,0.750
87.573,0.920,0.750
87.669,0.910,0.740
87.810,0.910,0.740
87.878,0.930,0.760
87.975,0.930,0.740
88.070,0.910,0.750
88.169,0.920,0.740
88.264,0.920,0.750
88.361,0.910,0.750
88.467,0.910,0.750
88.558,0.910,0.760
88.679,0.910,0.760
88.800,0.920,0.760
88.894,0.910,0.750
89.016,0.920,0.750
89.140,0.910,0.750
89.237,0.910,0.750
89.345,0.900,0.750
89.466,0.900,0.750
89.562,0.920,0.750
89.652,0.910,0.750
89.769,0.910,0.760
89.867,0.910,0.750
89.963,0.910,0.750
90.060,0.910,0.760
90.156,0.910,0.750
90.252,0.910,0.770
90.394,0.910,0.740
90.463,0.920,0.760
90.554,0.920,0.760
90.675,0.920,0.760
90.796,0.920,0.760
90.886,0.920,0.750
91.023,0.910,0.750
91.117,0.910,0.750
91.238,0.920,0.750
91.344,0.910,0.750
91.445,0.920,0.750
91.563,0.920,0.760
91.666,0.920,0.750
91.761,0.910,0.750
91.858,0.920,0.750
91.956,0.920,0.760
92.053,0.920,0.760
92.145,0.920,0.760
92.235,0.920,0.760
92.349,0.910,0.760
92.447,0.920,0.760
92.548,0.930,0.760
92.669,0.920,0.760
92.789,0.930,0.750
92.881,0.930,0.760
92.995,0.910,0.760
93.118,0.910,0.750
93.237,0.920,0.760
93.328,0.910,0.750
93.454,0.920,0.750
93.560,0.910,0.750
93.635,0.920,0.740
93.755,0.910,0.750
93.848,0.920,0.760
93.943,0.920,0.750
94.039,0.920,0.760
94.146,0.910,0.750
94.269,0.920,0.750
94.345,0.920,0.750
94.451,0.920,0.750
94.549,0.900,0.750
94.673,0.920,0.750
94.771,0.920,0.760
94.887,0.920,0.750
95.011,0.910,0.750
95.134,0.910,0.750
95.230,0.910,0.750
95.344,0.920,0.760
95.441,0.920,0.750
95.553,0.910,0.750
95.649,0.910,0.750
95.748,0.910,0.760
95.863,0.900,0.750
95.930,0.920,0.760
96.046,0.910,0.750
96.137,0.920,0.740
96.227,0.910,0.750
96.341,0.920,0.750
96.441,0.920,0.760
96.533,0.910,0.750
96.654,0.910,0.750
96.774,0.910,0.750
96.892,0.910,0.750
96.984,0.920,0.750
97.102,0.930,0.760
97.222,0.920,0.750
97.333,0.910,0.750
97.429,0.910,0.750
97.548,0.910,0.750
97.647,0.910,0.750
97.748,0.910,0.750
97.842,0.910,0.750
97.936,0.910,0.750
98.032,0.910,0.750
98.131,0.910,0.750
98.224,0.910,0.760
98.315,0.910,0.750
98.414,0.910,0.750
98.535,0.900,0.750
98.655,0.910,0.760
98.771,0.920,0.760
98.876,0.900,0.750
98.996,0.910,0.750
99.085,0.920,0.750
99.218,0.910,0.750
99.357,0.910,0.750
99.438,0.910,0.740
99.547,0.920,0.750
99.642,0.910,0.750
99.734,0.910,0.760
99.828,0.900,0.750
99.921,0.910,0.750
100.038,0.900,0.750
100.129,0.910,0.760
100.224,0.900,0.750
100.325,0.910,0.760
100.423,0.910,0.750
100.542,0.900,0.750
100.696,0.880,0.750
